movieId,genres,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
49,"['Drama', 'Romance']",When Night Is Falling (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,"['Crime', 'Mystery', 'Thriller']","Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
52,"['Comedy', 'Drama', 'Romance']",Mighty Aphrodite (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,"['Adventure', 'Drama']",Lamerica (1994),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,"['Children', 'Comedy']","Big Green, The (1995)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,['Drama'],Georgia (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,['Drama'],Home for the Holidays (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,"['Comedy', 'Drama', 'Romance']","Postman, The (Postino, Il) (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60,"['Adventure', 'Children', 'Fantasy']","Indian in the Cupboard, The (1995)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,"['Drama', 'Thriller']",Eye for an Eye (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,['Drama'],Mr. Holland's Opus (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,"['Comedy', 'Crime']",Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"['Comedy', 'Romance']",Two if by Sea (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,['Comedy'],Bio-Dome (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"['Action', 'Sci-Fi', 'Thriller']",Lawnmower Man 2: Beyond Cyberspace (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68,"['Comedy', 'Romance']",French Twist (Gazon maudit) (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,['Comedy'],Friday (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"['Action', 'Comedy', 'Horror', 'Thriller']",From Dusk Till Dawn (1996),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,['Action'],Fair Game (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"['Comedy', 'Drama']",Kicking and Screaming (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,"['Drama', 'War']","Misérables, Les (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,"['Drama', 'Romance']",Bed of Roses (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
75,"['Comedy', 'Drama']",Big Bully (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,"['Action', 'Sci-Fi', 'Thriller']",Screamers (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,['Documentary'],Nico Icon (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"['Action', 'Crime', 'Drama', 'Thriller']","Crossing Guard, The (1995)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
79,"['Drama', 'Thriller']","Juror, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80,"['Children', 'Drama']","White Balloon, The (Badkonake sefid) (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,"['Crime', 'Drama', 'Romance']",Things to Do in Denver When You're Dead (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
82,"['Comedy', 'Drama']",Antonia's Line (Antonia) (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,"['Drama', 'Romance']",Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85,"['Drama', 'Romance']",Angels and Insects (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,"['Action', 'Adventure', 'Drama']",White Squall (1996),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,"['Children', 'Comedy']",Dunston Checks In (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,['Comedy'],Black Sheep (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"['Action', 'Thriller']",Nick of Time (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,"['Drama', 'Horror', 'Thriller']",Mary Reilly (1996),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,"['Comedy', 'Horror', 'Romance']",Vampire in Brooklyn (1995),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
94,"['Comedy', 'Drama', 'Romance']",Beautiful Girls (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,"['Action', 'Adventure', 'Thriller']",Broken Arrow (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,"['Comedy', 'Drama']",In the Bleak Midwinter (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,"['Crime', 'Drama']","Hate (Haine, La) (1995)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,['Documentary'],Heidi Fleiss: Hollywood Madam (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,"['Drama', 'Thriller']",City Hall (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,"['Adventure', 'Comedy', 'Crime', 'Romance']",Bottle Rocket (1996),0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
102,['Comedy'],Mr. Wrong (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"['Mystery', 'Sci-Fi', 'Thriller']",Unforgettable (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,['Comedy'],Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"['Drama', 'Romance']","Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,"['Comedy', 'Drama']",Nobody Loves Me (Keiner liebt mich) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,"['Adventure', 'Children', 'Comedy', 'Musical']",Muppet Treasure Island (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,['Documentary'],Catwalk (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,"['Action', 'Drama', 'War']",Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,"['Crime', 'Drama', 'Thriller']",Taxi Driver (1976),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
112,"['Action', 'Adventure', 'Comedy', 'Crime']",Rumble in the Bronx (Hont faan kui) (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"['Drama', 'Mystery']",Before and After (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
116,['Documentary'],Anne Frank Remembered (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,"['Crime', 'Drama']","Young Poisoner's Handbook, The (1995)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,"['Comedy', 'Romance']",If Lucy Fell (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,['Comedy'],"Steal Big, Steal Little (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,['Drama'],"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,"['Comedy', 'Romance']",Boomerang (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,"['Drama', 'Mystery', 'Romance']",Chungking Express (Chung Hing sam lam) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
125,['Comedy'],Flirting With Disaster (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"['Adventure', 'Children', 'Fantasy']","NeverEnding Story III, The (1994)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,['Documentary'],Jupiter's Wife (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,"['Comedy', 'Romance']",Pie in the Sky (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,['Thriller'],Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,['Comedy'],Down Periscope (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,['Documentary'],Man of the Year (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,"['Drama', 'Romance']",Up Close and Personal (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
141,['Comedy'],"Birdcage, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,['Comedy'],"Brothers McMullen, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Bad Boys (1995),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
146,"['Adventure', 'Children']","Amazing Panda Adventure, The (1995)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,['Drama'],"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,['Drama'],"Awfully Big Adventure, An (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,"['Crime', 'Drama', 'Thriller']",Amateur (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
150,"['Adventure', 'Drama', 'IMAX']",Apollo 13 (1995),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151,"['Action', 'Drama', 'Romance', 'War']",Rob Roy (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
152,"['Drama', 'Horror']","Addiction, The (1995)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
153,"['Action', 'Adventure', 'Comedy', 'Crime']",Batman Forever (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,['Drama'],Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,"['Adventure', 'Drama', 'War']",Beyond Rangoon (1995),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,"['Comedy', 'Drama']",Blue in the Face (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,"['Comedy', 'War']",Canadian Bacon (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,"['Adventure', 'Children']",Casper (1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"['Crime', 'Drama', 'Mystery']",Clockers (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
160,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Congo (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,"['Drama', 'Thriller', 'War']",Crimson Tide (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
162,['Documentary'],Crumb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,"['Action', 'Romance', 'Western']",Desperado (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",Devil in a Blue Dress (1995),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
165,"['Action', 'Crime', 'Thriller']",Die Hard: With a Vengeance (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
166,"['Comedy', 'Crime', 'Drama']","Doom Generation, The (1995)",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
168,"['Action', 'Drama', 'Romance']",First Knight (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
169,"['Adventure', 'Children', 'Drama']",Free Willy 2: The Adventure Home (1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,"['Action', 'Adventure', 'Crime', 'Thriller']",Hackers (1995),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
171,"['Comedy', 'Drama']",Jeffrey (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,"['Action', 'Sci-Fi', 'Thriller']",Johnny Mnemonic (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,"['Action', 'Crime', 'Sci-Fi']",Judge Dredd (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,['Comedy'],Jury Duty (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,['Drama'],Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,['Comedy'],Living in Oblivion (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,['Horror'],Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,"['Comedy', 'Drama']",Love & Human Remains (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,"['Drama', 'Romance']",Mad Love (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
180,"['Comedy', 'Romance']",Mallrats (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,"['Action', 'Children']",Mighty Morphin Power Rangers: The Movie (1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"['Comedy', 'Horror', 'Thriller']",Mute Witness (1994),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,['Drama'],Nadja (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,"['Action', 'Crime', 'Thriller']","Net, The (1995)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
186,"['Comedy', 'Romance']",Nine Months (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,['Comedy'],Party Girl (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"['Fantasy', 'Horror', 'Mystery']","Prophecy, The (1995)",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
189,"['Comedy', 'Fantasy']",Reckless (1995),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,['Thriller'],Safe (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,"['Drama', 'Romance']","Scarlet Letter, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
193,['Drama'],Showgirls (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,"['Comedy', 'Drama']",Smoke (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,"['Comedy', 'Drama', 'Romance']",Something to Talk About (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
196,"['Horror', 'Sci-Fi']",Species (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
198,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Strange Days (1995),0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
199,"['Drama', 'Musical', 'Romance']","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
201,"['Drama', 'Fantasy']",Three Wishes (1995),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
202,"['Drama', 'Romance']",Total Eclipse (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
203,['Comedy'],"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,['Action'],Under Siege 2: Dark Territory (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"['Comedy', 'Drama']",Unstrung Heroes (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,['Documentary'],Unzipped (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,"['Drama', 'Romance']","Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
208,"['Action', 'Adventure', 'Sci-Fi']",Waterworld (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,['Drama'],White Man's Burden (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,['Western'],Wild Bill (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,['Drama'],"Browning Version, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,"['Adventure', 'Comedy', 'Crime', 'Mystery']",Bushwhacked (1995),0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
213,['Drama'],Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,"['Drama', 'War']",Before the Rain (Pred dozhdot) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
215,"['Drama', 'Romance']",Before Sunrise (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
216,['Comedy'],Billy Madison (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"['Drama', 'Thriller']","Babysitter, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
218,"['Comedy', 'Drama']",Boys on the Side (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,['Drama'],"Cure, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,['Horror'],Castle Freak (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,"['Drama', 'Romance']",Circle of Friends (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
223,['Comedy'],Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"['Comedy', 'Drama', 'Romance']",Don Juan DeMarco (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
225,"['Drama', 'Thriller']",Disclosure (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
227,"['Action', 'Thriller']",Drop Zone (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,['Comedy'],Destiny Turns on the Radio (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,"['Drama', 'Thriller']",Death and the Maiden (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
230,"['Drama', 'Thriller']",Dolores Claiborne (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,"['Adventure', 'Comedy']",Dumb & Dumber (Dumb and Dumber) (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
